"Time","Event",""
"01:59.003","Valigarmanda 1 prepares  Mountain Fire  on  Fedrea Reed 32212 (U: 67109)--52% damage",""
"01:59.183","Valigarmanda 1 Mountain Fire  Fedrea Reed 32212 (A: 47459) (U: 165983, M: 86312, 52.00%)",""
"02:01.144","Multiple Enemies Combined DoTs  Fedrea Reed Tick  12883 (U: 12883)",""
"02:01.144","Valigarmanda 1 Burns  Fedrea Reed Tick  12883 (U: 26840) (T: 74, C: 25.6%, D: 0.0%, P/R: 1.00, G: 0.48, M: 0.48, S: 85)--52% damage",""
"02:04.035","Valigarmanda 1 prepares  Mountain Fire  on  Varka Das'tral 36228 (U: 67089)--46% damage",""
"02:04.124","Multiple Enemies Combined DoTs  Fedrea Reed Tick  5407 (A: 7883) (U: 13290)",""
"02:04.124","Valigarmanda 1 Burns  Fedrea Reed Tick  5407 (A: 7883) (U: 27689) (T: 74, C: 25.6%, D: 0.0%, P/R: 1.00, G: 0.48, M: 0.48, S: 85)--52% damage",""
"02:04.213","Valigarmanda 1 Mountain Fire  Varka Das'tral 36228 (A: 45915) (U: 152117, M: 69974, 46.00%)",""
"02:07.062","Multiple Enemies Combined DoTs  Varka Das'tral Tick  (A: 10890)",""
"02:07.062","Valigarmanda 1 Burns  Varka Das'tral Tick  (A: 10890) (T: 205, C: 25.6%, D: 0.0%, P/R: 1.00, G: 0.54, M: 0.54, S: 236)--46% damage",""
"02:08.620","Valigarmanda prepares  attack  on  Fedrea Reed 6666 (U: 9259)--28% damage",""
"02:09.602","Valigarmanda attack  Fedrea Reed 6666 (A: 19188) (U: 35911, M: 10057, 28.01%)",""
"02:10.093","Multiple Enemies Combined DoTs  Varka Das'tral Tick  (A: 10890)",""
"02:10.093","Valigarmanda 1 Burns  Varka Das'tral Tick  (A: 10890) (T: 205, C: 25.6%, D: 0.0%, P/R: 1.00, G: 0.54, M: 0.54, S: 236)--46% damage",""
"02:11.654","Valigarmanda prepares  attack  on  Fedrea Reed 19576 (U: 37297)--48% damage",""
"02:12.634","Valigarmanda attack  Fedrea Reed 19576 (U: 37297, M: 17721, 47.51%)",""
"02:13.035","Valigarmanda 2 prepares  Scourge of Fire  on  Hoshi Shoten 25264 (U: 38507)--34% damage",""
"02:13.035","Valigarmanda 2 prepares  Scourge of Fire  on Seraphija Arinsia 29705 (U: 45276)--34% damage",""
"02:13.035","Valigarmanda 2 prepares  Scourge of Fire  on Flann Firebrand 21848 (U: 33300)--34% damage",""
"02:13.035","Valigarmanda 2 prepares  Scourge of Fire  on  Fedrea Reed 12728 (U: 24250)--48% damage",""
"02:13.035","Valigarmanda 1 prepares  Scourge of Fire  on  Nephelia Sol'aria 18315 (U: 27915)--34% damage",""
"02:13.035","Valigarmanda 1 prepares  Scourge of Fire  on Snow Wishzz 13929 (U: 23589)--41% damage",""
"02:13.035","Valigarmanda 1 prepares  Scourge of Fire  on Nej'mii Ulmuhii'e 18232 (U: 27789)--34% damage",""
"02:13.035","Valigarmanda 1 prepares  Scourge of Fire  on  Varka Das'tral 10461 (U: 15945)--34% damage",""
"02:13.659","Valigarmanda 2 Scourge of Fire  Hoshi Shoten 25264 (A: 36389) (U: 93971, M: 32318, 34.39%)",""
"02:13.659","Valigarmanda 1 Scourge of Fire  Nephelia Sol'aria 18315 (A: 45414) (U: 97134, M: 33405, 34.39%)",""
"02:13.702","Valigarmanda 2 Scourge of Fire Seraphija Arinsia 29705 (A: 36396) (U: 100751, M: 34650, 34.39%)",""
"02:13.702","Valigarmanda 1 Scourge of Fire Snow Wishzz 13929 (A: 45551) (U: 100731, M: 41251, 40.95%)",""
"02:13.748","Valigarmanda 2 Scourge of Fire Flann Firebrand 21848 (A: 36479) (U: 88901, M: 30574, 34.39%)",""
"02:13.748","Valigarmanda 1 Scourge of Fire Nej'mii Ulmuhii'e 18232 (A: 45054) (U: 96460, M: 33174, 34.39%)",""
"02:13.792","Valigarmanda 2 Scourge of Fire  Fedrea Reed 12728 (A: 22676) (U: 67454, M: 32050, 47.51%)",""
"02:13.792","Valigarmanda 1 Scourge of Fire  Varka Das'tral 10461 (A: 33534) (U: 67059, M: 23064, 34.39%)",""
"02:14.681","Valigarmanda prepares  attack  on  Fedrea Reed 400 (U: 763)--48% damage",""
"02:15.661","Valigarmanda attack  Fedrea Reed 400 (A: 18770) (U: 36567, M: 17397, 47.58%)",""
"02:15.795","Multiple Enemies Combined DoTs Seraphija Arinsia Tick  77080 (A: 29498) (U: 106578)",""
